Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std
55.56,70.14,49.31,72.22,48.61,59.17±11.32
36.11,39.58,35.42,31.25,20.14,32.50±7.52
61.11,68.75,77.78,75.00,54.86,67.50±9.54
96.53,95.83,97.22,96.53,97.92,96.81±0.79
95.14,96.53,89.58,99.31,94.44,95.00±3.55
90.97,87.50,88.89,95.83,96.53,91.94±4.07
81.25,76.39,87.50,90.28,79.17,82.92±5.80
97.92,97.92,95.14,95.83,98.61,97.08±1.51
90.28,88.19,94.44,81.94,95.83,90.14±5.52
68.75,53.47,88.89,76.39,77.78,73.06±13.10
77.36,77.43,80.42,81.46,76.39,78.61±19.82
