Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std,ITR(bits/min)
63.5,59.33,47.83,56.33,60.5,57.50±5.98,45.57±9.01
58.17,48.67,44.0,37.67,47.33,47.17±7.48,30.90±10.04
67.5,82.5,72.83,73.5,65.5,72.37±6.61,71.67±13.23
97.17,97.33,96.5,92.67,95.33,95.80±1.92,127.73±5.95
100.0,100.0,99.33,100.0,100.0,99.87±0.30,142.75±1.45
95.17,98.67,93.67,94.67,95.5,95.53±1.88,126.93±6.26
89.67,86.83,93.83,92.0,94.17,91.30±3.07,114.57±8.31
98.5,97.83,95.0,98.5,98.5,97.67±1.52,133.97±5.12
93.5,95.83,95.33,97.83,95.5,95.60±1.54,127.03±4.94
74.67,79.5,87.83,80.5,85.17,81.53±5.13,90.65±11.52
83.78,84.65,82.62,82.37,83.75,83.43±17.59,101.18±37.46
