Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std,ITR(bits/min)
53.5,50.83,49.33,47.0,49.33,50.00±2.39,39.53±3.84
42.33,32.83,45.33,39.67,47.17,41.47±5.61,27.17±7.42
70.67,84.0,73.0,62.83,66.83,71.47±8.00,80.97±18.46
92.33,90.33,97.67,95.83,97.67,94.77±3.30,144.01±11.54
100.0,96.0,98.67,97.33,98.0,98.00±1.49,156.14±6.54
90.83,93.0,95.17,92.67,97.83,93.90±2.68,140.80±9.47
84.67,86.0,88.67,90.67,88.0,87.60±2.34,120.84±6.80
92.83,92.83,95.0,95.67,96.33,94.53±1.62,142.74±5.67
88.67,92.0,90.5,94.33,86.67,90.43±2.96,129.46±9.20
60.5,74.67,69.5,68.83,66.83,68.07±5.12,73.09±10.68
77.63,79.25,80.28,78.48,79.47,79.02±19.24,105.48±44.31
