Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std
45.50,42.67,39.33,49.33,44.67,44.30±3.68
45.33,25.17,34.50,43.33,28.33,35.33±8.90
67.33,74.00,68.67,68.83,57.83,67.33±5.89
88.83,91.50,94.67,85.67,92.17,90.57±3.44
98.67,95.33,96.50,99.33,96.00,97.17±1.74
90.33,90.50,94.17,88.83,94.33,91.63±2.48
79.33,83.50,81.83,83.67,87.17,83.10±2.86
90.83,86.50,89.33,92.83,90.00,89.90±2.31
78.83,86.33,86.33,84.50,79.50,83.10±3.68
52.67,54.83,46.17,42.83,57.33,50.77±6.07
73.77,73.03,73.15,73.92,72.73,73.32±21.21
