Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std,ITR(bits/min)
63.89,50.69,47.92,54.86,55.56,54.58±6.07,41.14±9.27
56.94,52.08,47.92,38.89,45.83,48.33±6.78,32.36±9.06
70.14,85.42,72.92,75.69,67.36,74.31±6.94,75.58±14.51
95.83,97.22,96.53,93.75,94.44,95.56±1.44,126.86±4.54
99.31,100.0,97.92,98.61,96.53,98.47±1.34,137.06±5.15
94.44,98.61,95.14,95.14,95.14,95.69±1.66,127.39±5.59
89.58,52.08,93.06,92.36,94.44,84.31±18.10,101.33±36.22
99.31,97.92,95.83,98.61,98.61,98.06±1.34,135.37±4.73
87.5,95.83,87.5,97.22,93.75,92.36±4.61,117.96±13.02
76.39,80.56,88.89,82.64,85.42,82.78±4.75,93.43±10.90
83.33,81.04,82.36,82.78,82.71,82.44±17.19,98.85±36.18
