Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std,ITR(bits/min)
45.14,54.17,39.58,51.39,46.53,47.36±5.67,33.15±7.99
40.97,38.19,48.61,40.97,51.39,44.03±5.65,28.56±7.68
63.89,83.33,75.69,75.0,65.97,72.78±7.91,77.88±16.73
89.58,96.53,97.22,97.92,94.44,95.14±3.37,134.96±10.75
99.31,100.0,97.92,90.97,97.92,97.22±3.61,142.76±12.53
75.0,92.36,95.83,90.28,94.44,89.58±8.42,119.16±21.88
88.89,78.47,84.72,91.67,84.03,85.56±5.04,107.21±13.01
88.89,97.22,97.22,93.06,99.31,95.14±4.17,135.35±13.64
90.97,94.44,94.44,91.67,96.53,93.61±2.27,129.70±7.18
56.25,74.31,71.53,68.75,77.08,69.58±8.07,71.30±15.37
73.89,80.9,80.28,79.17,80.76,79.00±18.90,98.00±40.56
