Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std
46.67,62.83,50.00,46.33,51.67,51.50±6.72
54.17,44.33,57.17,36.00,33.50,45.03±10.56
67.33,69.00,70.50,68.83,69.17,68.97±1.13
95.00,95.67,93.00,95.17,96.50,95.07±1.29
98.67,95.83,98.67,97.83,94.17,97.03±1.98
88.67,97.67,97.33,94.00,94.50,94.43±3.62
76.00,87.33,89.83,84.67,86.33,84.83±5.28
94.83,95.00,98.33,97.67,99.33,97.03±2.02
88.67,90.50,93.33,97.83,95.17,93.10±3.65
71.33,82.83,67.83,57.67,69.33,69.80±8.99
78.13,82.10,81.60,77.60,78.97,79.68±18.63
