Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std,ITR(bits/min)
64.58,65.28,51.39,55.56,61.81,59.72±6.03,49.11±9.55
59.03,52.08,47.92,40.28,50.0,49.86±6.79,34.45±9.35
72.92,88.19,74.31,75.0,72.22,76.53±6.61,80.10±14.70
97.22,97.22,96.53,92.36,95.83,95.83±2.02,127.84±6.22
99.31,100.0,99.31,100.0,100.0,99.72±0.38,142.07±1.83
95.14,98.61,94.44,95.14,95.83,95.83±1.63,127.82±5.49
90.28,86.81,93.06,92.36,95.14,91.53±3.16,115.23±8.61
99.31,97.92,95.83,98.61,98.61,98.06±1.34,135.37±4.73
95.14,95.83,95.14,98.61,95.83,96.11±1.44,128.68±4.91
76.39,81.94,88.89,82.64,84.72,82.92±4.54,93.71±10.42
84.93,86.39,83.68,83.06,85.0,84.61±16.54,103.44±35.82
