Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std,ITR(bits/min)
52.78,54.17,45.83,49.31,50.69,50.56±3.23,40.48±5.17
48.61,35.42,47.92,38.19,49.31,43.89±6.56,30.68±9.16
70.14,83.33,72.92,71.53,67.36,73.06±6.10,84.18±14.49
91.67,94.44,97.92,96.53,97.92,95.69±2.66,147.21±9.56
100.0,97.92,98.61,97.22,97.92,98.33±1.05,157.44±4.93
92.36,93.75,95.14,93.06,97.92,94.44±2.20,142.59±7.97
85.42,86.11,90.97,90.97,90.28,88.75±2.75,124.28±8.10
95.14,93.75,95.83,95.83,96.53,95.42±1.05,145.82±3.76
89.58,90.97,90.97,95.14,87.5,90.83±2.80,130.69±8.95
61.11,75.69,68.75,67.36,68.06,68.19±5.18,73.37±10.99
78.68,80.56,80.49,79.51,80.35,79.92±18.92,107.67±44.37
