Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std
36.81,43.06,36.11,36.11,35.42,37.50±3.14
34.03,23.61,36.11,37.50,34.03,33.06±5.48
59.03,68.75,57.64,63.19,60.42,61.81±4.39
78.47,89.58,84.72,87.50,84.72,85.00±4.18
97.92,92.36,93.75,94.44,94.44,94.58±2.05
84.03,87.50,87.50,90.97,87.50,87.50±2.46
81.25,75.00,70.14,80.56,75.00,76.39±4.58
90.97,86.81,90.97,87.50,84.03,88.06±2.96
69.44,83.33,72.92,77.78,75.69,75.83±5.23
45.83,43.06,43.75,43.06,51.39,45.42±3.53
67.78,69.31,67.36,69.86,68.26,68.51±21.46
