Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std
46.53,57.64,50.69,53.47,50.69,51.81±4.10
40.28,43.75,53.47,38.89,37.50,42.78±6.41
68.75,72.92,68.75,61.11,61.11,66.53±5.23
93.06,73.61,91.67,81.25,94.44,86.81±9.03
94.44,83.33,75.00,99.31,96.53,89.72±10.22
47.22,77.78,89.58,65.28,86.81,73.33±17.41
65.28,36.11,88.19,88.89,86.81,73.06±22.88
62.50,95.83,84.72,93.06,90.97,85.42±13.45
83.33,94.44,82.64,95.83,84.72,88.19±6.40
21.53,80.56,83.33,73.61,65.97,65.00±25.21
62.29,71.60,76.81,75.07,75.56,72.26±15.23
