Fold1,Mean±Std
16.11,16.11±nan
16.11,16.11±nan
18.89,18.89±nan
22.78,22.78±nan
25.00,25.00±nan
30.00,30.00±nan
23.33,23.33±nan
27.22,27.22±nan
16.67,16.67±nan
15.56,15.56±nan
21.17,21.17±4.95
