0,1,2,3,4,5,6,7,8,9,10,11
0.8856411178906759,0.003267002481758633,0.002112127070480104,7.540105723791157e-06,0.007045206691448887,4.9585710920988886e-06,0.0002046041696530665,2.1283636362963896e-06,7.4624010153456766e-06,0.00010052763559542655,0.0006481646360043669,0.10095918048318708
0.0026875904125821157,0.9945793449878693,0.00018920662629777021,0.00012104193232668574,0.0006820601038270979,1.070381471871921e-05,0.00016514750647426504,7.998811196803976e-06,0.00012909280462736206,0.00013169225409607557,0.000530088531832007,0.0007660231000651644
0.00014756368129080025,0.0003699326668235396,0.9963562786579132,1.61976019109981e-05,0.0006386570178923042,0.0003603219462699296,3.1126239117421996e-05,0.0006793212776301516,7.571163344740246e-05,0.0001280626297557319,0.00032499747377793636,0.0008718335969509402
0.00020813100256115527,2.3961385447061428e-05,1.2817271131856007e-06,0.9978690842787424,0.00010366005911540317,0.00010138369028330392,0.0009800963938081015,5.447985025360443e-05,5.5069197628654365e-06,2.4423059812761494e-05,0.0005680190879502334,6.000344740186847e-05
0.0026885576032024496,0.00018880626536580772,0.00015356986568804132,0.002774579607451718,0.9839345216751099,3.103752973506365e-05,0.005206012230094832,1.0193014404080714e-05,2.607068375700313e-06,4.175337373150493e-05,0.000899622707341526,0.0040687527513606865
0.0011633100441107065,0.00019589031400416937,0.0004930900565985515,0.0024796945544949267,0.0002715905307060969,0.9869339416424433,0.00034194758404737513,0.001918450049591532,0.0003065807565008072,0.0003483090296564721,0.005482017975850795,6.518579398336517e-05
2.353210878898911e-05,7.791462214375619e-06,4.926018396152662e-07,3.88609585542099e-05,0.00011240084495511837,1.2144721151704136e-06,0.9993137965599695,1.0791473448179545e-06,1.3920388344338766e-08,8.63731389226056e-07,1.5383186626157414e-05,0.00048459171406041907
7.490797201903376e-05,0.00048595307047586783,0.0031864546836004592,0.00010343822413479604,0.0008225161086509539,0.0007246436913798485,0.000597936282900946,0.9621133506298065,0.000599527054267431,0.000581825017737477,0.0021557895861405996,0.028553647964751388
1.5431072360646187e-05,2.4348737535243952e-05,1.4320398652974594e-05,5.698529618787992e-05,2.965683402559686e-06,1.2756014749963166e-05,1.0132830507991741e-07,0.000165716832346637,0.9993143379688263,6.934098928468302e-05,0.0003226833717538587,1.0043798409261246e-06
0.00011888453733869635,0.00021143289935328843,0.000304607423155782,0.0020380892914696838,0.00018671014087582685,0.00021558392715329924,9.522499098579829e-06,0.0009334268728101355,0.0048032149849556545,0.9899592200915018,0.0011418008728772595,7.746439649736203e-05
0.0018658370342260848,0.00036125695623923093,0.00017529303446887448,0.00011745170134721168,0.0005776796266824628,4.885138347769195e-05,0.00022812341255000015,3.158383492518624e-05,7.860391929170873e-05,4.6378854525149414e-05,0.994624470671018,0.0018444606139382813
2.607560863528609e-05,4.9996262077911524e-05,6.254133707746708e-05,1.4475426842001464e-06,9.488155971363692e-05,1.385227556364536e-06,0.00022607401918624723,0.0001612738122673818,6.04767386687873e-07,1.1790882562460562e-05,2.874363355923985e-05,0.9993351846933365
