0,1,2,3,4,5,6,7,8,9,10,11
0.5982965063303709,0.042097860804157484,0.04254463753783474,0.01072727912900954,0.0076020997754919035,0.05722513469906213,0.012888783592340284,0.0044031739292525645,0.014386007082606511,0.02321923523838147,0.1591298860827616,0.027479396440867276
0.04846244591074841,0.6232450408982307,0.05008725544787277,0.011711531842384678,0.010235175857663611,0.02848383173113689,0.00382844098443987,0.01084515713591827,0.005895055347276745,0.08312352671297656,0.11368523637914525,0.010397332160020293
0.05480011362427225,0.09014927000225725,0.2528276284841316,0.02334032313441033,0.07377168578871836,0.029384874273091555,0.026983950439898763,0.020785219986767817,0.09109201726077269,0.01645251006508867,0.17876502176416884,0.1416474068610114
0.005340282083731533,0.08977898582573592,0.0070903476104528336,0.6221175902755931,0.020250825672216404,0.010807828977704048,0.019851128624092478,0.0020194115913909627,0.009281914665396703,0.09485292811101924,0.09139236796424181,0.027216412272233963
0.008832434300434974,0.00756287318731097,0.03804459816588709,0.025173560575580584,0.6106003122404218,0.043833713354160864,0.016055682483662775,0.01432930155590384,0.0040564789742800755,0.03615948297586632,0.18853252798726317,0.006819049158960884
0.06669400948643063,0.03265190152645422,0.10469353657083502,0.03861585027637678,0.03822958243351119,0.3306592064133535,0.0062648860027062865,0.03660711522146206,0.058452679426409304,0.03640593825790953,0.07522020073762785,0.17550510141882114
0.0180616818464235,0.008507019907786647,0.06007917603013387,0.07037624719062781,0.028225117091399927,0.05438759858164607,0.717299415419499,0.00744737512464629,0.011552434412086162,0.015521281614686208,0.003982250581126816,0.004560388731382166
0.030623580164198454,0.09046331273081402,0.048523439106550846,0.01824229605858818,0.03787292081203001,0.02556910442217486,0.02065636158416358,0.5845861999938885,0.009673028610601856,0.019012386561371386,0.08577630016225157,0.029001083744446987
0.06534606474451721,0.029877353939203505,0.12449998112181977,0.05077850402934322,0.043440391891635954,0.015036881639389321,0.051756201394406766,0.022776771302839432,0.37539201924422133,0.06871191450045444,0.09771693524574705,0.054666996084658116
0.004800299015187193,0.02454698595344477,0.042698261447436416,0.03886000902217054,0.006892642059635061,0.005249488679207086,0.0933023808223273,0.00988535103291118,0.07054440528918349,0.5464329620202383,0.14559144904099716,0.011195798659173306
0.005756564776068747,0.07107869941561755,0.016226497212847118,0.0015586618177962919,0.1106525359985729,0.016290065236110724,0.020811709337673772,0.005576707981163054,0.013525606325742956,0.08833685860251232,0.6305719800293446,0.019614102878828515
0.09242132623815753,0.013915010415682142,0.08447728221441746,0.01950833580917788,0.02057513007700133,0.0560651491638661,0.03145782229209241,0.03151928272806496,0.10058531627995156,0.037453519045811845,0.14957861851144116,0.36244322010315955
