0,1,2,3,4,5,6,7,8,9,10,11
0.9221188277006149,0.01451135720367347,0.0031885381108622823,0.004404528576894033,0.0034422301996528404,0.002787658604347598,0.00982019823891278,0.011607413484853168,0.007405334742543346,0.0053963818674371096,0.004626759618607442,0.010690783409321133
2.8772855330316816e-05,0.9990053077538809,1.4202215008178124e-05,1.5274390079866862e-05,3.776932233752935e-05,8.126956259957296e-06,5.2689661060867365e-05,2.321506849511934e-05,0.0006043438582613211,1.3554412532812421e-05,0.00013273321216426362,6.401515497600485e-05
6.711077086644461e-05,6.614130095764874e-06,0.999268705646197,1.4092233935040591e-05,0.0003814626415987732,3.555840517795635e-05,3.6071786098546e-05,0.00010200884753430728,2.236670517656118e-05,1.8210177501032376e-05,2.026116252788294e-05,2.7558064289223694e-05
1.8080560835187498e-05,1.873729460536803e-05,1.0166109082850502e-05,0.9997281978527705,1.577396979731323e-05,1.219279888194554e-05,8.504490722316405e-06,9.500399088816873e-05,8.629115370695217e-06,5.107822744321311e-05,1.9280215497019526e-05,1.4351272189590722e-05
0.00016516475246438253,8.145790578358476e-05,0.00048549640572067193,9.218029481417034e-05,0.9983643541733423,3.606907610749962e-05,0.00026352974631057197,0.0002129542303919152,4.0486998159394716e-05,4.999157708122463e-05,0.00015424881197153203,5.405825557621332e-05
2.7785937334101618e-05,1.5932007575732616e-05,5.8787248046125264e-05,3.909731755887454e-05,4.7968615263016545e-05,0.9994723300139109,4.200478914147728e-05,5.138387784124158e-05,4.3588881946258574e-05,0.00010063038644148037,7.791095788434177e-05,2.257217768904714e-05
2.029883766378286e-05,1.5849095423921728e-05,3.184449243083994e-05,7.529232770290643e-06,8.440159907271057e-05,1.3249321417182122e-05,0.9996911436319351,3.7097462457798734e-05,4.71423970793694e-06,7.999001146193526e-06,8.059259501654499e-05,5.287573164499311e-06
0.00045643358619903057,0.0001418640617885103,0.0011229609499423532,0.00024461674350580626,0.00030032831470331683,0.0002652567494199805,0.00042286640806802705,0.9958390692869822,0.0002279024112491849,0.0003583374182198895,0.0003417524879599417,0.00027860345683924
3.8189483007045055e-06,0.00014236326660466148,4.878090218577806e-06,1.5725087199787897e-06,6.961326344404976e-06,5.6212265349131485e-06,1.7369182406431112e-06,3.8213610196180525e-06,0.9997540513674418,8.80151776054087e-07,5.881117067474406e-05,1.5506456444806343e-05
3.9464012085469825e-05,1.5028300310859777e-05,1.5937438907561347e-05,0.00014798127025035987,1.3317945786184282e-05,4.911620552168946e-05,1.700302739967204e-05,0.00016050179760895844,3.588292699419071e-06,0.9995049635569254,1.7655767445982445e-05,1.5429355793609528e-05
6.684613132771726e-05,0.00014597275276173605,3.299183905861961e-05,4.692776443941208e-05,9.183135110409542e-05,0.0001351527923058408,0.00013837580415080689,0.00017528912333849198,0.00010534177029815812,3.488572171287766e-05,0.9989645630121231,6.180510339011865e-05
2.64416869034297e-05,2.5033737775477977e-05,5.601436494847197e-05,1.0017538627948852e-05,2.0005464648420457e-05,1.0117259596616654e-05,1.7451193580579154e-05,0.00020546428413581452,5.363978641526046e-05,2.604103044253255e-05,1.835097410207709e-05,0.9995314627885818
