0,1,2,3,4,5,6,7,8,9,10,11
0.7436202770565336,0.406725176227368,0.42449498756321574,0.40063129097061756,0.39409255534395876,0.36603710433907827,0.3549167271667601,0.45562233891414966,0.4057506199893859,0.37439773800778653,0.3598976767268489,0.4024720793632521
0.5551348261267252,0.9099935046971485,0.4836518099333163,0.49977857767564654,0.3414054680516592,0.34139628930602334,0.43673258376008,0.4451320245057002,0.6905623290769091,0.44969205559491354,0.4542927638587357,0.4663052166307617
0.4846702316906404,0.4782889116595699,0.888761672836419,0.4376100315135348,0.566000756358821,0.4348164626935882,0.5159969050684557,0.4978207524809131,0.4586690314349133,0.38859927682414946,0.4679260499902727,0.5233832001336228
0.485131276577623,0.5273864029805505,0.492810060706839,0.9114385385966569,0.4174513432686606,0.395646995180513,0.540351877323517,0.45009845878002563,0.5504182402731858,0.5206838236203247,0.5516164810557774,0.4191455475806624
0.4427208699448933,0.3395200767608739,0.5284451932908336,0.45348443247825715,0.8769255376419118,0.4468578317361904,0.4283536919741939,0.4110410140903009,0.4472275833599661,0.414627886662007,0.40484407533506284,0.4088808765667313
0.38559686600693976,0.3633573969964284,0.45646324334734983,0.38515125580719284,0.4939103626416581,0.872272103351975,0.356761563319189,0.41119581567299823,0.43483544388064566,0.43574433388211437,0.4678497348341235,0.40697787387863466
0.4095857591948455,0.4346857948535871,0.4431490328270644,0.5218005658316227,0.474115319264413,0.41512761372961365,0.9058412110006913,0.4354785002490547,0.40858755360863236,0.4466834008355378,0.4904713249201635,0.33399944643218976
0.5132243479552733,0.4497316029312335,0.5354436438474414,0.4625787373970889,0.4376211905011385,0.4306627663330184,0.45550344054610953,0.8737621241849668,0.44371293862641054,0.4156610568810544,0.3975632609005148,0.5548552214342912
0.5326137295135708,0.673729781807113,0.4864219863111236,0.5271254321077513,0.4318456002066849,0.4452389487466552,0.4499889214857255,0.4513425201080363,0.9088076233128001,0.35937901148461937,0.530758425209475,0.44295904154515714
0.4394970042539637,0.4343215771169479,0.43394379668560434,0.5626938598188803,0.36247513439950474,0.45644704894496063,0.4757566984413297,0.45079898043740574,0.38582619054040973,0.8936589984391765,0.4195418606324257,0.3331469144061922
0.42712101725420687,0.4802237887240524,0.4774595000006458,0.5029719673479901,0.3962872181390589,0.5337210505083085,0.5093089031760168,0.41227037334074795,0.517043991032781,0.4223026950448763,0.9194077627763225,0.3374463558068592
0.47000938292761724,0.49636128014873554,0.5905943722091055,0.47568721622324434,0.40304154282899324,0.4218499538357105,0.356286604354795,0.6080146151243414,0.45190877564246495,0.35833903157123803,0.4046932066451001,0.8801023018540354
