Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std,ITR(bits/min)
30.0,36.25,33.75,30.0,32.5,32.50±2.65,1.34±0.89
37.5,40.0,46.25,41.25,38.75,40.75±3.38,5.31±2.28
38.75,21.25,32.5,31.25,25.0,29.75±6.81,1.21±1.63
53.75,67.5,72.5,77.5,66.25,67.50±8.88,35.74±13.44
27.5,32.5,28.75,36.25,27.5,30.50±3.81,0.90±1.10
38.75,43.75,50.0,36.25,36.25,41.00±5.89,5.80±4.15
46.25,48.75,52.5,48.75,58.75,51.00±4.87,13.75±5.12
32.5,31.25,17.5,27.5,25.0,26.75±5.97,0.44±0.56
35.0,28.75,26.25,27.5,41.25,31.75±6.29,1.62±2.32
43.75,38.75,35.0,37.5,40.0,39.00±3.24,4.25±1.89
75.0,82.5,87.5,81.25,80.0,81.25±4.51,60.87±10.09
38.75,33.75,30.0,55.0,33.75,38.25±9.87,5.09±7.12
30.0,31.25,20.0,20.0,32.5,26.75±6.22,0.53±0.54
28.75,35.0,28.75,32.5,25.0,30.00±3.85,0.80±0.88
27.5,35.0,28.75,33.75,35.0,32.00±3.60,1.28±0.98
42.5,51.25,47.5,45.0,38.75,45.00±4.76,8.45±3.71
38.75,41.25,47.5,47.5,40.0,43.00±4.20,6.89±3.05
56.25,80.0,81.25,76.25,80.0,74.75±10.51,48.95±17.15
35.0,31.25,42.5,30.0,30.0,33.75±5.30,2.08±2.45
26.25,25.0,35.0,28.75,31.25,29.25±4.01,0.67±0.89
43.75,33.75,45.0,36.25,36.25,39.00±5.03,4.47±2.96
23.75,23.75,17.5,28.75,28.75,24.50±4.64,0.13±0.17
21.25,18.75,31.25,21.25,27.5,24.00±5.18,0.20±0.37
30.0,28.75,30.0,32.5,28.75,30.00±1.53,0.59±0.37
17.5,43.75,38.75,35.0,32.5,33.50±9.90,2.90±2.80
21.25,30.0,25.0,37.5,26.25,28.00±6.16,0.78±1.43
41.25,33.75,43.75,47.5,43.75,42.00±5.12,6.33±3.12
23.75,43.75,21.25,32.5,35.0,31.25±9.06,2.11±2.98
28.75,26.25,32.5,36.25,25.0,29.75±4.63,0.85±1.14
61.25,63.75,53.75,70.0,67.5,63.25±6.29,28.71±8.62
56.25,63.75,80.0,65.0,62.5,65.50±8.78,32.66±14.66
55.0,65.0,62.5,53.75,70.0,61.25±6.85,26.05±9.30
30.0,26.25,30.0,37.5,27.5,30.25±4.37,0.92±1.35
28.75,23.75,28.75,25.0,21.25,25.50±3.26,0.13±0.17
32.5,32.5,25.0,26.25,33.75,30.00±4.05,0.83±0.76
71.25,81.25,85.0,82.5,82.5,80.50±5.35,59.34±10.88
61.25,48.75,58.75,55.0,50.0,54.75±5.41,17.77±6.06
42.5,47.5,50.0,53.75,35.0,45.75±7.27,9.47±5.46
50.0,38.75,41.25,35.0,31.25,39.25±7.10,4.98±4.53
40.0,26.25,27.5,30.0,31.25,31.00±5.41,1.25±1.95
40.0,47.5,47.5,47.5,48.75,46.25±3.54,9.30±2.63
35.0,35.0,37.5,32.5,31.25,34.25±2.44,1.93±0.95
70.0,46.25,50.0,61.25,55.0,56.50±9.41,20.63±11.76
46.25,45.0,66.25,47.5,53.75,51.75±8.78,15.25±10.18
21.25,32.5,30.0,32.5,22.5,27.75±5.48,0.60±0.61
32.5,27.5,41.25,21.25,38.75,32.25±8.17,2.16±2.44
25.0,26.25,17.5,27.5,28.75,25.00±4.42,0.10±0.13
31.25,31.25,32.5,37.5,41.25,34.75±4.45,2.34±2.02
66.25,65.0,63.75,65.0,57.5,63.50±3.47,28.66±4.72
41.25,51.25,43.75,33.75,50.0,44.00±7.09,8.08±4.98
32.5,27.5,15.0,33.75,21.25,26.00±7.88,0.60±0.78
42.5,31.25,33.75,51.25,28.75,37.50±9.27,4.56±5.62
35.0,35.0,33.75,28.75,36.25,33.75±2.93,1.79±0.90
21.25,26.25,30.0,26.25,36.25,28.00±5.56,0.66±1.16
38.94,40.05,41.0,41.32,40.07,40.27±14.72,9.32±14.52
