Fold1,Mean±Std
13.33,13.33±nan
12.22,12.22±nan
26.67,26.67±nan
52.22,52.22±nan
50.00,50.00±nan
51.11,51.11±nan
53.33,53.33±nan
52.22,52.22±nan
46.67,46.67±nan
35.56,35.56±nan
39.33,39.33±15.56
