Fold1,Mean±Std
37.22,37.22±nan
22.22,22.22±nan
38.89,38.89±nan
88.33,88.33±nan
91.67,91.67±nan
79.44,79.44±nan
82.78,82.78±nan
91.67,91.67±nan
88.89,88.89±nan
75.56,75.56±nan
69.67,69.67±24.98
