Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std,ITR(bits/min)
47.5,52.5,57.5,47.5,50.0,51.00±4.18,10.51±3.33
58.75,56.25,68.75,55.0,60.0,59.75±5.41,18.31±5.77
55.0,26.25,35.0,37.5,43.75,39.50±10.70,4.66±5.37
91.25,90.0,92.5,92.5,88.75,91.00±1.63,65.66±3.68
36.25,36.25,35.0,35.0,31.25,34.75±2.05,1.62±0.58
68.75,68.75,70.0,68.75,47.5,64.75±9.66,24.36±9.26
80.0,88.75,90.0,85.0,81.25,85.00±4.42,53.60±8.39
30.0,36.25,22.5,36.25,31.25,31.25±5.66,1.05±0.96
31.25,36.25,33.75,40.0,46.25,37.50±5.86,2.93±2.54
52.5,56.25,41.25,51.25,55.0,51.25±5.93,10.89±4.08
100.0,100.0,98.75,100.0,100.0,99.75±0.56,91.23±2.41
76.25,81.25,83.75,83.75,78.75,80.75±3.26,45.79±5.44
35.0,38.75,31.25,28.75,30.0,32.75±4.09,1.20±1.16
48.75,56.25,45.0,45.0,41.25,47.25±5.69,8.01±4.05
46.25,50.0,36.25,40.0,32.5,41.00±7.15,4.64±3.59
75.0,66.25,75.0,60.0,66.25,68.50±6.46,28.30±8.05
58.75,45.0,56.25,62.5,60.0,56.50±6.81,15.40±5.57
93.75,98.75,96.25,96.25,96.25,96.25±1.77,79.17±5.23
51.25,62.5,72.5,56.25,55.0,59.50±8.32,18.52±8.93
27.5,27.5,35.0,22.5,33.75,29.25±5.12,0.63±0.77
62.5,56.25,57.5,58.75,47.5,56.50±5.55,15.23±4.74
37.5,33.75,23.75,32.5,41.25,33.75±6.56,1.79±1.63
22.5,25.0,26.25,21.25,26.25,24.25±2.27,0.01±0.02
43.75,42.5,33.75,43.75,38.75,40.50±4.29,4.04±1.85
45.0,47.5,60.0,50.0,50.0,50.50±5.70,10.30±4.65
55.0,40.0,52.5,46.25,35.0,45.75±8.37,7.47±5.06
72.5,77.5,68.75,67.5,72.5,71.75±3.91,32.21±5.40
35.0,53.75,33.75,35.0,42.5,40.00±8.43,4.38±4.77
42.5,36.25,45.0,43.75,35.0,40.50±4.56,4.07±2.08
87.5,87.5,82.5,91.25,80.0,85.75±4.47,55.06±8.62
85.0,90.0,92.5,90.0,83.75,88.25±3.71,59.97±7.66
80.0,76.25,82.5,82.5,85.0,81.25±3.31,46.65±5.55
38.75,33.75,22.5,30.0,28.75,30.75±6.03,1.00±1.24
32.5,32.5,18.75,26.25,26.25,27.25±5.69,0.39±0.51
35.0,28.75,31.25,37.5,30.0,32.50±3.64,1.10±0.97
92.5,100.0,100.0,95.0,100.0,97.50±3.54,84.29±11.21
81.25,80.0,83.75,75.0,72.5,78.50±4.63,42.26±7.31
75.0,81.25,75.0,86.25,68.75,77.25±6.70,40.66±10.58
48.75,51.25,43.75,50.0,51.25,49.00±3.11,8.96±2.07
42.5,22.5,35.0,33.75,40.0,34.75±7.73,2.27±1.93
73.75,71.25,81.25,76.25,76.25,75.75±3.71,37.89±5.63
50.0,50.0,43.75,47.5,51.25,48.50±2.98,8.61±1.97
87.5,82.5,80.0,85.0,73.75,81.75±5.27,47.81±8.90
75.0,81.25,81.25,82.5,73.75,78.75±4.05,42.58±6.40
25.0,26.25,27.5,36.25,35.0,30.00±5.23,0.77±1.01
42.5,46.25,35.0,45.0,45.0,42.75±4.54,5.20±2.14
25.0,26.25,21.25,25.0,32.5,26.00±4.09,0.19±0.42
42.5,46.25,46.25,43.75,45.0,44.75±1.63,6.13±0.95
75.0,73.75,81.25,80.0,80.0,78.00±3.38,41.30±5.25
55.0,66.25,57.5,65.0,68.75,62.50±5.93,21.22±6.23
31.25,40.0,28.75,35.0,33.75,33.75±4.24,1.49±1.30
51.25,46.25,48.75,55.0,43.75,49.00±4.37,9.06±3.13
37.5,36.25,36.25,40.0,41.25,38.25±2.27,2.90±0.96
32.5,28.75,38.75,28.75,42.5,34.25±6.16,1.86±2.02
55.23,55.39,54.68,55.28,54.19,54.95±21.71,21.03±24.15
