Fold1,Mean±Std
44.44,44.44±nan
47.78,47.78±nan
84.44,84.44±nan
98.89,98.89±nan
90.56,90.56±nan
99.44,99.44±nan
95.00,95.00±nan
100.00,100.00±nan
90.00,90.00±nan
86.11,86.11±nan
83.67,83.67±19.48
