Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std,ITR(bits/min)
20.33,32.5,31.67,25.33,31.17,28.20±5.23,10.76±4.45
24.0,21.67,22.83,21.0,25.83,23.07±1.92,6.24±1.44
42.5,48.33,42.5,37.67,30.5,40.30±6.66,23.90±8.04
77.67,77.5,60.17,77.67,71.67,72.93±7.59,78.10±15.08
64.67,45.5,53.5,56.33,59.33,55.87±7.12,46.29±11.44
81.17,75.67,79.33,74.83,71.0,76.40±3.98,85.08±8.79
62.5,72.83,66.83,66.33,67.5,67.20±3.70,66.04±7.21
90.83,89.0,92.33,95.83,92.17,92.03±2.51,124.87±7.68
54.5,60.0,45.67,39.67,41.83,48.33±8.64,34.96±12.78
36.33,30.67,26.33,38.67,32.5,32.90±4.83,15.25±4.98
55.45,55.37,52.12,53.33,52.35,53.72±21.84,49.15±36.69
