Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std,ITR(bits/min)
24.31,35.42,35.42,38.89,38.89,34.58±6.00,21.89±7.60
45.83,25.0,42.36,34.03,35.42,36.53±8.08,25.02±11.42
59.72,61.11,63.89,66.67,51.39,60.56±5.78,68.77±12.51
92.36,90.28,89.58,96.53,77.78,89.31±6.99,150.13±23.92
98.61,93.06,93.06,95.83,96.53,95.42±2.39,172.71±10.42
92.36,84.72,88.89,83.33,95.14,88.89±4.98,147.96±17.84
74.31,50.0,65.97,59.72,71.53,64.31±9.75,78.21±22.32
89.58,89.58,93.06,87.5,90.28,90.00±2.00,151.24±7.34
84.03,85.42,82.64,74.31,75.69,80.42±5.07,120.18±15.05
46.53,50.0,38.19,38.19,53.47,45.28±6.92,38.70±11.99
70.76,66.46,69.31,67.5,68.61,68.53±22.29,97.48±54.77
