Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std
50.00,66.67,80.56,86.11,75.00,71.67±14.08
66.67,52.78,66.67,69.44,75.00,66.11±8.19
86.11,83.33,86.11,88.89,86.11,86.11±1.96
97.22,100.00,100.00,91.67,97.22,97.22±3.40
97.22,97.22,100.00,100.00,100.00,98.89±1.52
97.22,94.44,97.22,94.44,91.67,95.00±2.32
91.67,86.11,86.11,83.33,88.89,87.22±3.17
100.00,94.44,97.22,91.67,91.67,95.00±3.62
94.44,91.67,91.67,88.89,77.78,88.89±6.51
83.33,66.67,58.33,63.89,75.00,69.44±9.82
86.39,83.33,86.39,85.83,85.83,85.56±11.56
