Fold1,Mean±Std
13.33,13.33±nan
13.33,13.33±nan
23.89,23.89±nan
49.44,49.44±nan
47.22,47.22±nan
49.44,49.44±nan
44.44,44.44±nan
46.67,46.67±nan
43.33,43.33±nan
30.00,30.00±nan
36.11,36.11±13.92
