Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std
38.89,44.44,36.81,37.50,36.81,38.89±3.22
34.03,27.08,38.19,38.89,32.64,34.17±4.77
61.11,70.83,60.42,66.67,60.42,63.89±4.68
81.94,90.28,86.11,89.58,87.50,87.08±3.32
97.92,94.44,93.75,95.14,95.83,95.42±1.60
83.33,86.81,87.50,90.97,93.06,88.33±3.78
82.64,86.11,70.14,81.25,75.00,79.03±6.39
91.67,86.81,90.97,88.89,83.33,88.33±3.38
69.44,84.03,78.47,79.17,75.69,77.36±5.35
45.83,48.61,44.44,46.53,49.31,46.94±2.00
68.68,71.94,68.68,71.46,68.96,69.94±21.37
