Fold1,Mean±Std
18.33,18.33±nan
13.33,13.33±nan
24.44,24.44±nan
48.33,48.33±nan
48.33,48.33±nan
49.44,49.44±nan
37.78,37.78±nan
47.78,47.78±nan
42.78,42.78±nan
22.22,22.22±nan
35.28,35.28±13.48
