Fold1,Mean±Std
36.11,36.11±nan
23.33,23.33±nan
36.67,36.67±nan
87.78,87.78±nan
90.56,90.56±nan
77.78,77.78±nan
79.44,79.44±nan
83.33,83.33±nan
87.78,87.78±nan
78.33,78.33±nan
68.11,68.11±24.19
