Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std,ITR(bits/min)
43.0,41.17,45.83,47.83,56.17,46.80±5.83,41.20±10.82
41.17,33.5,42.67,38.67,36.83,38.57±3.61,27.33±5.44
59.5,72.33,65.17,68.17,64.0,65.83±4.79,80.86±11.54
85.33,93.0,91.17,91.67,88.67,89.97±3.03,151.29±10.76
97.33,98.67,99.33,94.5,97.33,97.43±1.85,181.73±8.66
85.5,94.33,91.17,89.83,95.0,91.17±3.83,155.93±14.08
89.33,84.67,87.5,87.67,85.0,86.83±1.96,140.15±6.63
90.17,87.5,94.17,91.33,91.5,90.93±2.41,154.73±8.95
89.67,88.5,89.0,85.17,82.33,86.93±3.10,140.64±10.32
49.33,55.33,55.0,49.0,59.17,53.57±4.34,53.82±8.69
73.03,74.9,76.1,74.38,75.6,74.80±20.47,112.77±53.20
