Fold1,Fold2,Fold3,Fold4,Fold5,Mean±Std,ITR(bits/min)
46.83,42.17,39.33,49.5,43.83,44.33±3.97,40.33±7.47
43.83,25.17,34.5,45.33,27.17,35.20±9.26,25.75±14.36
66.0,73.33,68.0,68.0,57.83,66.63±5.62,91.21±14.76
88.83,91.5,95.33,85.67,92.17,90.70±3.64,169.56±14.77
98.67,95.33,96.5,99.33,96.0,97.17±1.74,198.50±9.21
90.33,89.83,94.17,88.83,94.33,91.50±2.57,172.58±10.75
79.33,83.5,81.0,84.33,82.67,82.17±2.01,137.59±6.78
90.83,86.5,89.33,92.83,90.0,89.90±2.31,166.00±9.13
79.5,87.0,86.33,83.83,78.67,83.07±3.83,140.94±13.19
53.33,54.83,46.17,44.83,58.0,51.43±5.69,54.77±12.02
73.75,72.92,73.07,74.25,72.07,73.21±21.13,119.72±58.79
